GDGT-0,GDGT-1,GDGT-2,GDGT-3,Crenarchaeol,Cren',Sea Surface Temp
0.2393,0.0656,0.0806,0.0119,0.5432,0.0593,29.5
0.2276,0.0662,0.0809,0.0116,0.5541,0.0596,29.5
0.2441,0.0681,0.0826,0.0128,0.5326,0.0598,29.3
0.2341,0.0653,0.0844,0.013,0.5413,0.0619,29.5
0.2248,0.0656,0.0802,0.012,0.5547,0.0627,29.3
0.2802,0.0634,0.0791,0.0123,0.5097,0.0553,29.4
0.2411,0.0633,0.0804,0.0121,0.5427,0.0604,29.5
0.2348,0.0652,0.077,0.0117,0.5485,0.0627,29.6
0.2557,0.0638,0.076,0.0115,0.5319,0.0611,29.5
0.548,0.041,0.012,0.002,0.392,0.005,29.3
0.2074,0.0763,0.1012,0.0184,0.5411,0.0556,28.7
0.2251,0.066,0.0816,0.0125,0.5547,0.06,29.3
0.2398,0.0678,0.084,0.0125,0.5334,0.0626,29.3
0.2872,0.0749,0.0769,0.0103,0.519,0.0318,27.1
0.3134,0.0815,0.0733,0.0072,0.4908,0.0339,26.6
0.2145,0.0729,0.0941,0.0179,0.5477,0.053,28.7
0.359,0.068,0.062,0.004,0.48,0.026,23
0.3429,0.0696,0.0654,0.0088,0.4751,0.0381,25
0.2441,0.0678,0.0861,0.0125,0.533,0.0564,29.3
0.2508,0.0671,0.0871,0.0117,0.5258,0.0576,29.3
0.2911,0.0759,0.0732,0.0142,0.5139,0.0318,25.3
0.3144,0.0844,0.0815,0.0081,0.4764,0.0351,27.3
0.369,0.062,0.055,0.006,0.482,0.027,24.2
0.3427,0.0851,0.0742,0.006,0.4574,0.0346,26.7
0.1884,0.0503,0.0652,0.0102,0.6468,0.0391,25.4
0.2311,0.0734,0.0933,0.017,0.5364,0.0488,28.2
0.2987,0.0774,0.0816,0.0133,0.4918,0.0373,25.2
0.3484,0.0695,0.0632,0.0035,0.4421,0.0733,26.5
0.2723,0.0743,0.0804,0.0173,0.5192,0.0363,25
0.2877,0.0702,0.0831,0.014,0.503,0.0419,27.6
0.344,0.071,0.069,0.004,0.481,0.032,24.4
0.3389,0.0778,0.0765,0.0126,0.4624,0.0318,26.1
0.2899,0.0724,0.0829,0.0143,0.4977,0.0427,27.9
0.3191,0.0734,0.0738,0.0164,0.4724,0.0447,26.3
0.2477,0.071,0.0803,0.0187,0.5368,0.0455,28
0.2571,0.074,0.0754,0.0137,0.5483,0.0315,25.9
0.2628,0.0708,0.0743,0.0158,0.5438,0.0324,25.9
0.2737,0.0661,0.0746,0.0109,0.5372,0.0375,25.9
0.23,0.045,0.067,0.007,0.603,0.047,24.3
0.2506,0.0651,0.086,0.0175,0.5453,0.0355,27.3
0.2394,0.0902,0.1557,0.017,0.4646,0.0331,27.3
0.2758,0.0678,0.0733,0.014,0.5384,0.0307,24.9
0.2633,0.0712,0.0948,0.0125,0.5182,0.0399,27.3
0.2596,0.073,0.0907,0.0098,0.5291,0.0378,27.3
0.2739,0.0812,0.0915,0.0084,0.5085,0.0365,27.3
0.3528,0.0878,0.0719,0.0055,0.4494,0.0326,25.1
0.3241,0.0813,0.0848,0.01,0.4627,0.0371,24.9
0.3274,0.082,0.0749,0.0062,0.4784,0.0311,27.3
0.2343,0.0718,0.072,0.0195,0.5564,0.0459,28.1
0.242,0.0689,0.0672,0.0181,0.5573,0.0464,28.1
0.2023,0.0696,0.0813,0.0179,0.5764,0.0524,28.1
0.2236,0.0732,0.0777,0.0195,0.5465,0.0595,28.1
0.2383,0.0581,0.0735,0.0118,0.5901,0.0283,25.7
0.2366,0.0663,0.0781,0.0148,0.5488,0.0553,28.3
0.1695,0.0709,0.0892,0.0113,0.6436,0.0157,24.6
0.2854,0.0516,0.0496,0.0133,0.5812,0.0189,19.9
0.3144,0.0481,0.0326,0.0102,0.5806,0.014,18.5
0.3931,0.0796,0.0613,0.0051,0.4273,0.0336,22.1
0.335,0.0896,0.0627,0.0087,0.4717,0.0324,21.9
0.3645,0.0895,0.0729,0.0126,0.4322,0.0284,23.2
0.3522,0.0556,0.0336,0.0111,0.5269,0.0206,23.2
0.322,0.0759,0.0599,0.01,0.5052,0.0269,20.8
0.3168,0.0642,0.0499,0.0097,0.534,0.0254,18.5
0.2993,0.0748,0.0931,0.0179,0.4775,0.0375,26
0.3473,0.0911,0.0716,0.0058,0.4471,0.0371,20.2
0.275,0.0652,0.0749,0.0116,0.5395,0.0339,25.7
0.2759,0.0677,0.0842,0.0104,0.5269,0.0349,25.7
0.2909,0.0713,0.0872,0.0114,0.5001,0.0391,25.5
0.3533,0.0909,0.0732,0.0068,0.4476,0.0282,20
0.2721,0.0665,0.0771,0.0113,0.5377,0.0353,23.5
0.2664,0.0732,0.0655,0.0155,0.5539,0.0254,23.9
0.2959,0.0673,0.0659,0.0116,0.5305,0.0287,23.7
0.2723,0.0701,0.0783,0.0116,0.5336,0.034,23.7
0.2617,0.0694,0.0823,0.0114,0.5358,0.0394,23.7
0.291,0.0743,0.0832,0.0112,0.5028,0.0375,23.7
0.2828,0.0708,0.0856,0.0099,0.5122,0.0387,23.5
0.2946,0.0728,0.0808,0.0081,0.5072,0.0364,21.9
0.2889,0.0728,0.0821,0.0091,0.5099,0.0373,22.8
0.5575,0.0417,0.0182,0.0051,0.3713,0.0062,13.7
0.5453,0.0395,0.0181,0.0052,0.3862,0.0058,13.7
0.2884,0.0715,0.0768,0.0085,0.5167,0.038,22.1
0.5182,0.0161,0.0053,0.003,0.455,0.0023,13.7
0.4428,0.0903,0.06,0.0067,0.381,0.0192,18.4
0.4499,0.0844,0.0572,0.0069,0.3833,0.0183,18
0.4964,0.0737,0.042,0.0061,0.3665,0.0153,17.2
0.5359,0.0411,0.0185,0.0049,0.3932,0.0063,13.7
0.525,0.0403,0.0181,0.0049,0.4058,0.006,13.7
0.5259,0.0407,0.0177,0.0048,0.405,0.0059,13.7
0.4141,0.0584,0.0268,0.0096,0.4683,0.0228,15.7
0.4507,0.0713,0.042,0.0073,0.4137,0.015,17.8
0.3173,0.0785,0.0759,0.0079,0.4876,0.0328,22
0.5753,0.044,0.0186,0.0044,0.3512,0.0066,15.7
0.3145,0.0813,0.0815,0.0078,0.4836,0.0312,22
0.3167,0.0783,0.0765,0.0089,0.4847,0.0349,22
0.4232,0.0835,0.0577,0.0079,0.4071,0.0206,18.3
0.314,0.077,0.078,0.008,0.4916,0.0314,22
0.3037,0.0736,0.0781,0.0087,0.5005,0.0354,21
0.3309,0.0693,0.0657,0.0081,0.4953,0.0307,22
0.3088,0.075,0.0745,0.0079,0.5013,0.0325,20.6
0.3176,0.0737,0.0723,0.0078,0.494,0.0346,20.6
0.4297,0.0832,0.0607,0.0082,0.397,0.0212,18.2
0.5263,0.04,0.0168,0.0048,0.406,0.0061,14.8
0.5166,0.0393,0.0166,0.0045,0.4168,0.0062,14.8
0.3201,0.0763,0.0744,0.0077,0.4886,0.0329,20.6
0.2985,0.0751,0.0714,0.0113,0.5087,0.0351,21.4
0.5209,0.0397,0.0165,0.0045,0.4129,0.0055,14.8
0.5214,0.0378,0.0162,0.0046,0.4146,0.0055,14.9
0.489,0.0726,0.0439,0.0073,0.3714,0.0157,18.1
0.5819,0.0569,0.0244,0.0064,0.3203,0.0101,17.1
0.4508,0.0787,0.054,0.008,0.3891,0.0193,18.1
0.492,0.0705,0.0454,0.0073,0.3674,0.0174,17.1
0.5377,0.0359,0.015,0.0043,0.4024,0.0047,14.9
0.496,0.0763,0.0457,0.0075,0.3585,0.016,18.1
0.3717,0.0665,0.0514,0.0071,0.4784,0.0249,20.2
0.3272,0.0776,0.0693,0.0075,0.4883,0.0301,20.5
0.4617,0.0768,0.0512,0.0074,0.3849,0.018,18.1
0.463,0.0748,0.0507,0.0074,0.386,0.0181,18.1
0.5038,0.0694,0.0417,0.007,0.3616,0.0165,17.1
0.3413,0.0762,0.0674,0.0072,0.4804,0.0274,20
0.4954,0.0649,0.0382,0.0068,0.3808,0.0138,16
0.3785,0.0674,0.0502,0.0068,0.4759,0.0212,20.4
0.3397,0.0777,0.0655,0.0074,0.4826,0.0271,20
0.4806,0.0709,0.045,0.0071,0.381,0.0154,18.1
0.3454,0.0798,0.0652,0.0086,0.4724,0.0286,19.7
0.4551,0.0748,0.0494,0.0076,0.3951,0.0181,18.1
0.4523,0.078,0.053,0.0078,0.3906,0.0184,18.1
0.4635,0.0758,0.0502,0.0072,0.386,0.0173,18.4
0.3792,0.0549,0.0283,0.0069,0.5121,0.0186,17.9
0.399,0.0399,0.0267,0.005,0.516,0.0133,17.9
0.365,0.0852,0.0687,0.0081,0.4466,0.0263,18.6
0.3562,0.077,0.0589,0.009,0.4729,0.0259,18.2
0.3988,0.0759,0.0503,0.0078,0.4456,0.0217,17.9
0.5178,0.0769,0.0496,0.0077,0.3303,0.0177,17.9
0.388,0.056,0.043,0.003,0.494,0.015,17.6
0.3667,0.0766,0.057,0.009,0.4665,0.0241,18.6
0.4318,0.0238,0.011,0.0037,0.5242,0.0056,17.1
0.4058,0.0261,0.0137,0.0038,0.5438,0.0069,17.1
0.3763,0.0795,0.0581,0.0088,0.4554,0.0218,18.6
0.4131,0.0395,0.0261,0.0052,0.5033,0.0128,17.1
0.3929,0.0493,0.0382,0.0065,0.4964,0.0166,19.7
0.4045,0.0532,0.0395,0.0061,0.4803,0.0163,19.6
0.3914,0.0745,0.0493,0.0083,0.4551,0.0214,16.4
0.3508,0.0783,0.0623,0.0086,0.4705,0.0295,18
0.3929,0.0761,0.0488,0.0072,0.4567,0.0182,17.5
0.4195,0.0191,0.0068,0.0027,0.5476,0.0043,16.5
0.4737,0.0377,0.0183,0.0039,0.4586,0.0078,16.5
0.4645,0.0421,0.0229,0.0042,0.4577,0.0087,16.5
0.4531,0.0447,0.0249,0.0043,0.4629,0.0101,16.5
0.4392,0.0685,0.0436,0.009,0.4231,0.0166,18.5
0.4961,0.0324,0.014,0.0034,0.4481,0.006,13.3
0.4456,0.0491,0.0308,0.0052,0.4567,0.0126,16.5
0.4194,0.0723,0.0417,0.0068,0.443,0.0169,13.3
0.4874,0.0398,0.0176,0.0039,0.4446,0.0068,12.4
0.4224,0.0719,0.0401,0.0063,0.4443,0.015,14.2
0.4707,0.0557,0.0293,0.0046,0.4292,0.0106,14.6
0.4995,0.0472,0.0191,0.0032,0.4247,0.0063,11.3
0.3716,0.0713,0.0544,0.0088,0.4631,0.0307,12.8
0.4372,0.0705,0.0388,0.0065,0.4328,0.0142,14.1
0.4519,0.0693,0.0381,0.0059,0.4209,0.0138,13.4
0.419,0.055,0.033,0.003,0.479,0.011,15.5
0.412,0.0783,0.0462,0.0044,0.4412,0.018,11.3
0.4296,0.0198,0.0067,0.0026,0.5367,0.0045,9
0.4527,0.0684,0.0332,0.0047,0.4286,0.0123,13
0.499,0.0543,0.022,0.0032,0.414,0.0075,9.3
0.4499,0.0674,0.0338,0.0051,0.429,0.0148,13.6
0.4576,0.0699,0.0346,0.005,0.4212,0.0117,11.3
0.471,0.0684,0.0312,0.0043,0.4148,0.0103,11.5
0.4808,0.0622,0.0283,0.0039,0.4142,0.0107,11.2
0.4497,0.068,0.044,0.0037,0.4187,0.0159,10.1
0.426,0.053,0.028,0.003,0.479,0.011,14.1
0.4704,0.0667,0.0294,0.0042,0.4186,0.0106,10.5
0.5234,0.041,0.0151,0.0031,0.4127,0.0047,9.7
0.4995,0.0566,0.0223,0.0032,0.4111,0.0073,9.9
0.5117,0.0607,0.0291,0.0035,0.3875,0.0074,9.9
0.4871,0.0637,0.0288,0.0037,0.4077,0.0092,11
0.4615,0.0566,0.0267,0.004,0.4393,0.012,13.2
0.4786,0.0627,0.0271,0.0038,0.4189,0.009,9.4
0.4968,0.057,0.0255,0.004,0.408,0.0087,9.4
0.5133,0.0502,0.0231,0.0066,0.3953,0.0115,11.4
0.4738,0.0557,0.0254,0.0035,0.4314,0.0102,12.4
0.5015,0.0642,0.0262,0.0034,0.3966,0.0081,9.6
0.4709,0.0599,0.0316,0.0054,0.4166,0.0156,9.6
0.4789,0.0648,0.0274,0.0034,0.4164,0.0091,9.8
0.5052,0.0582,0.029,0.0071,0.3917,0.0088,11.4
0.452,0.049,0.025,0.002,0.462,0.009,12.6
0.4991,0.0653,0.0364,0.0035,0.383,0.0127,12
0.5046,0.0692,0.0316,0.0044,0.3769,0.0133,10.9
0.4833,0.0662,0.032,0.0052,0.4039,0.0096,6.5
0.5143,0.06,0.0249,0.0031,0.3896,0.0081,6.1
0.251,0.051,0.063,0.006,0.586,0.042,11.1
0.4928,0.0606,0.0248,0.0032,0.4093,0.0094,8.7
0.4872,0.0603,0.0261,0.0035,0.4151,0.0077,7.7
0.5004,0.0613,0.0291,0.0035,0.3992,0.0065,7.7
0.5404,0.0342,0.011,0.003,0.4074,0.004,8.2
0.4745,0.0658,0.0303,0.0053,0.4134,0.0106,5.3
0.3961,0.0619,0.0392,0.006,0.4718,0.0251,10.2
0.4948,0.0636,0.0262,0.0032,0.4035,0.0087,8.7
0.4921,0.0592,0.0243,0.0035,0.413,0.008,7
0.4492,0.0709,0.0411,0.0055,0.4167,0.0166,9.7
0.5105,0.0639,0.0346,0.0045,0.3719,0.0147,8.9
0.454,0.0675,0.04,0.0043,0.4194,0.0149,9.7
0.5261,0.0325,0.0108,0.0031,0.4232,0.0044,7.3
0.34,0.063,0.059,0.007,0.506,0.026,7.7
0.432,0.046,0.025,0.003,0.484,0.011,9.8
0.5263,0.0342,0.0109,0.0037,0.4215,0.0034,2.7
0.5006,0.0674,0.0389,0.0016,0.3815,0.0101,6.8
0.4471,0.0779,0.0337,0.0109,0.4201,0.0103,2.4
0.4717,0.0627,0.0338,0.0033,0.4134,0.0151,6.8
0.5074,0.0677,0.0349,0.0037,0.3712,0.0153,8.3
0.5546,0.0547,0.0277,0.0022,0.3541,0.0067,7.4
0.5434,0.061,0.0192,0.0039,0.3655,0.0069,0.7
0.486,0.0703,0.0353,0.0032,0.3995,0.0056,7
0.4461,0.0578,0.0334,0.0096,0.4461,0.007,-0.1
0.5152,0.0698,0.0209,0.0042,0.3832,0.0068,0.7
0.5461,0.0608,0.0197,0.0034,0.3622,0.0078,0.7
0.4539,0.0613,0.0295,0.0065,0.4284,0.0205,1.8
0.5112,0.0676,0.0207,0.0032,0.3883,0.0091,0.8
0.4523,0.0672,0.0281,0.0026,0.4421,0.0078,2.1
0.4988,0.0659,0.0259,0.0047,0.3917,0.0131,5.1
0.4994,0.06,0.0267,0.0046,0.3962,0.0132,1
0.5008,0.0565,0.0232,0.0054,0.4006,0.0134,0.8
0.4954,0.0719,0.0347,0.0029,0.3845,0.0105,4.7
0.5112,0.0533,0.022,0.0038,0.3923,0.0174,2.3
0.5265,0.0611,0.0232,0.0046,0.372,0.0126,4
0.5326,0.0502,0.0167,0.0032,0.39,0.0072,1
0.5296,0.0703,0.0301,0.0027,0.3522,0.0152,2.1
0.5816,0.0496,0.0156,0.0029,0.3428,0.0074,1.6
0.516,0.0699,0.0316,0.0039,0.3681,0.0105,4.5
0.5447,0.0662,0.0277,0.0017,0.3526,0.007,6.2
0.5614,0.0533,0.0226,0,0.3539,0.0089,2.7
0.563,0.0672,0.026,0.0035,0.3307,0.0097,1
0.541,0.0527,0.0221,0.0033,0.371,0.0099,2.3
0.5449,0.0641,0.0272,0.0027,0.3531,0.008,2
0.5482,0.0736,0.0295,0.0028,0.3362,0.0096,1.5
0.577,0.057,0.0188,0.0036,0.3356,0.008,0.5
0.5516,0.0614,0.0226,0.0028,0.3524,0.0092,0.2
0.548,0.0604,0.0248,0.0028,0.3503,0.0137,1.5
0.5387,0.0712,0.03,0.0033,0.3479,0.0088,3.1
0.5191,0.0537,0.0177,0.003,0.4002,0.0064,1.7
0.5314,0.0673,0.0341,0.0027,0.3528,0.0116,4
0.365,0.058,0.051,0.003,0.498,0.024,0.9
0.5417,0.0505,0.0176,0.003,0.3781,0.0092,1.5
0.5065,0.0798,0.0342,0.0028,0.3633,0.0133,1.7
0.5165,0.0692,0.0309,0.0038,0.3682,0.0115,2.6
0.5464,0.0592,0.0268,0.0034,0.357,0.0072,0.6
0.5794,0.0538,0.0193,0.0023,0.3387,0.0064,0.8
0.5406,0.0653,0.0271,0.0026,0.3547,0.0096,1.2
0.5371,0.0638,0.0264,0.0029,0.3599,0.0099,0.6
0.5119,0.0597,0.0233,0.0038,0.3865,0.0148,0.4
0.5807,0.0632,0.0193,0.0023,0.3232,0.0114,-0.2
0.4367,0.013,0.0038,0.0017,0.542,0.0027,-0.5
0.5851,0.0656,0.0175,0.0023,0.322,0.0075,0.7
0.5127,0.0618,0.0215,0.0033,0.3955,0.0053,0.7
0.6066,0.0459,0.0149,0.0025,0.3221,0.0079,-0.4
0.4546,0.0795,0.0335,0.0038,0.418,0.0106,2.6
0.4763,0.0124,0.0045,0.003,0.5017,0.0021,-0.7
0.541,0.0234,0.0068,0.0024,0.4237,0.0027,0
0.4576,0.0125,0.0041,0.0029,0.5203,0.0026,-1.1
0.4704,0.0121,0.0041,0.0026,0.5081,0.0027,-1.3
0.5707,0.0684,0.0246,0.003,0.323,0.0103,0.7
0.5226,0.0407,0.0128,0.0027,0.4175,0.0037,0.6
0.5512,0.0341,0.0123,0.0028,0.3872,0.0124,-0.4
0.5082,0.0122,0.0034,0.002,0.4719,0.0023,-1.3
0.5319,0.0361,0.0116,0.0027,0.411,0.0068,-0.2
0.565,0.0373,0.0123,0.0025,0.376,0.0068,-0.2
0.5002,0.0137,0.0038,0.002,0.4774,0.0028,-1.3
0.5435,0.017,0.0047,0.0021,0.4302,0.0025,0.4
0.502,0.0131,0.0037,0.002,0.4784,0.0008,-1.3
0.4931,0.0146,0.0044,0.0021,0.4821,0.0037,-1.3
0.5317,0.0322,0.011,0.0028,0.4109,0.0113,-0.2
0.5915,0.0545,0.0194,0.0023,0.3258,0.0064,-1.1
0.5037,0.0126,0.0036,0.0022,0.4754,0.0025,-1.3
0.4943,0.0148,0.0047,0.0024,0.4811,0.0028,-0.2
0.5227,0.0161,0.005,0.0025,0.4512,0.0025,-0.2
0.4461,0.0237,0.0067,0.0023,0.5167,0.0045,-0.2
0.5256,0.0161,0.0057,0.0025,0.4474,0.0026,-0.2
0.5682,0.0462,0.0178,0.0019,0.3573,0.0086,-1.5
0.5165,0.0192,0.0061,0.0025,0.4524,0.0033,-0.2
0.543,0.031,0.009,0.002,0.41,0.005,-0.2
0.5426,0.0207,0.0062,0.0024,0.4246,0.0035,-0.2
0.5472,0.0195,0.006,0.0023,0.4226,0.0025,-0.2
0.5653,0.0358,0.0109,0.0023,0.3858,0,-1
0.5339,0.0659,0.0216,0.0011,0.3713,0.0061,1
0.5626,0.0578,0.0204,0.0025,0.3483,0.0085,0.2
0.5214,0.0371,0.0121,0.0043,0.4194,0.0057,-1.2
0.5173,0.0162,0.0042,0.0017,0.4579,0.0028,-1.3
0.4912,0.0307,0.0079,0,0.4702,0,0.2
0.5795,0.0552,0.0178,0.0029,0.3372,0.0075,-1.5
0.5824,0.0179,0.006,0.0034,0.3882,0.0021,-0.4
0.5809,0.0484,0.0175,0.0026,0.3421,0.0085,-0.5
0.5576,0.0562,0.018,0.0027,0.3541,0.0114,0
0.5221,0.0248,0.0067,0.0019,0.4411,0.0034,-0.8
0.54,0.042,0.014,0.002,0.396,0.007,0.2
0.4931,0.0159,0.0041,0.0024,0.4829,0.0016,-0.5
0.5462,0.0565,0.0321,0.0024,0.3518,0.0109,-0.5
0.5497,0.0502,0.019,0.0028,0.3677,0.0106,-0.2
0.5164,0.0328,0.0097,0.0027,0.4341,0.0043,-1.8
0.531,0.0204,0.0056,0.0021,0.4378,0.0031,-1.8
0.4778,0.0345,0.0113,0.003,0.4683,0.005,-1.8
0.5056,0.0232,0.0064,0.0027,0.459,0.0032,-1.6
0.5152,0.0206,0.0057,0.003,0.4527,0.0029,-1.8
0.5208,0.015,0.004,0.0018,0.4555,0.0029,-1.7
0.5414,0.0219,0.0068,0.0024,0.4248,0.0026,-0.9
